PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
SGDG-62-2;10-07-2023;2023;510326;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SGDK-96-6;25-08-2023;2023;156098;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ; ;NORMAL;No;
SGDK-96-6;31-03-2023;2023;153943;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ; ;NORMAL;No;
SGFP-92-8;14-08-2023;2023;138655;2ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SGFP-92-8;17-03-2023;2023;136742;1ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SH-2547-5;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU229005298;NORMAL;No;
SH-6842-5;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU227006598;NORMAL;No;
SHG-082-0;03-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;Moto      ;MT106035222;NORMAL;No;
SHJP-82-1;31-03-2023;2023;832701;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SHJP-85-6;31-03-2023;2023;832701;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SHPT-89-6;02-03-2023;2023;936017;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJ-8894-3;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229003498;NORMAL;No;
SJ-9311-4;09-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD111004998;NORMAL;No;
SJBT-65-9;16-11-2023;2023;762751;2ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJBT-65-9;17-03-2023;2023;711995;1ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJS-96-5;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJS-97-3;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJS-98-1;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-11-2;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-13-9;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-16-3;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-18-K;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-19-8;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJT-45-7;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJJY-42-8;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJKC-99-9;29-03-2023;2023;1281953;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJKR-88-3;31-08-2023;2023;155038;2ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SJKR-88-3;20-03-2023;2023;152898;1ª Cuota  ;PRESENCIAL;STATION WA; ;NORMAL;No;
SJWC-79-3;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJWC-80-7;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJWC-81-5;31-03-2023;2023;1202284;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJWC-94-7;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJXP-83-4;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJXX-86-3;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SJXY-11-8;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKJF-24-9;31-03-2023;2023;847601;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPV-47-6;31-03-2023;2023;823249;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPV-79-4;31-03-2023;2023;823249;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPV-98-0;31-03-2023;2023;876156;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPW-81-2;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPW-82-0;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPW-83-9;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPX-40-1;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPX-50-9;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPX-59-2;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKPX-60-6;31-03-2023;2023;969762;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKYW-98-0;10-08-2023;2023;438595;2ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SKYW-98-0;27-03-2023;2023;432540;1ª Cuota  ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SLWK-92-8;29-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
SLWK-92-8;22-03-2023;2022;66475;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
SLZP-48-6;07-12-2023;2023;858129;CONTADO   ;PRESENCIAL;CAMIONETA ; ;NORMAL;No;
SN-3623-8;23-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU229002498;NORMAL;No;
SN-4331-5;08-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132000498;NORMAL;No;
SP-9015-6;03-10-2023;2023;34742;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235004199;NORMAL;No;
SPSL-10-2;22-06-2023;2023;587586;CONTADO   ;PRESENCIAL;CAMIONETA ; ;FACTURA;No;
SR-7192-K;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT132001299;NORMAL;No;
SR-8864-4;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111000798;NORMAL;No;
SS-1707-3;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU229004598;NORMAL;No;
SS-9686-0;13-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176004599;NORMAL;No;
SS-9733-6;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079008399;NORMAL;No;
SSP-039-0;24-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;MOTO      ;MT173016722;NORMAL;No;
ST-3547-5;24-08-2023;2022;38876;CONTADO   ;PRESENCIAL;STATION WA;SU176004599;NORMAL;No;
ST-6087-9;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;JEEP      ;SU059003199;NORMAL;No;
ST-9613-K;24-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235003299;NORMAL;No;
STSX-30-2;08-05-2023;2023;228263;CONTADO   ;PRESENCIAL;CAMIONETA ; ;FACTURA;No;
SV-8526-9;13-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SU227009099;NORMAL;No;
SW-4882-K;10-03-2023;2023;58240;CONTADO   ;PAGO ONLINE;JEEP      ;VN235003407;NORMAL;No;
SX-8356-2;10-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB111000699;NORMAL;No;
TA-8018-4;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT229000499;NORMAL;No;
TC-7515-5;11-04-2023;2023;15675;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050010399;NORMAL;No;
TD-4562-3;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT229000499;NORMAL;No;
TD-5578-5;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU176004199;NORMAL;No;
TH-5389-6;22-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;HB243004699;NORMAL;No;
TH-7763-9;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079009399;NORMAL;No;
THX-060-4;04-04-2023;2023;31348;CONTADO   ;PRESENCIAL;Moto      ; ;FACTURA;No;
THX-060-4;06-02-2023;2022;8104;CONTADO   ;PRESENCIAL;Moto      ; ;NORMAL;No;
TJ-1315-5;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB077006400;NORMAL;No;
TJ-2414-9;06-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU050003800;NORMAL;No;
TJ-2631-1;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160003400;NORMAL;No;
TL-1645-5;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ; ;NORMAL;No;
TL-8963-0;03-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;VN111003500;NORMAL;No;
TP-2928-9;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;VN121000400;NORMAL;No;
TP-9229-0;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB184002500;NORMAL;No;
TP-9399-8;16-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229005100;NORMAL;No;
TP-9399-8;16-03-2023;2022;36071;CONTADO   ;PRESENCIAL;JEEP      ;SU229005100;NORMAL;No;
TR-7590-0;04-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD111008700;NORMAL;No;
TS-1548-1;15-06-2023;2023;32695;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111001100;NORMAL;No;
TS-6130-0;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;VN235002300;NORMAL;No;
TT-5938-6;14-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD176009200;NORMAL;No;
TV-9514-4;07-06-2023;2023;32695;CONTADO   ;PRESENCIAL;JEEP      ;SU229005100;NORMAL;No;
TW-2668-6;03-04-2023;2023;31875;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079011607;NORMAL;No;
TW-9606-4;20-03-2023;2023;36390;CONTADO   ;PRESENCIAL;STATION WA;SU227024207;NORMAL;No;
TX-2188-9;05-10-2023;2023;64340;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
TX-8075-3;09-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050012600;NORMAL;No;
TY-3455-1;22-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235004100;NORMAL;No;
TY-3515-9;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050010600;NORMAL;No;
TY-4938-9;14-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166001800;NORMAL;No;
TY-7523-1;27-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD162009998;FRANQUICIA DIPLOMATICA;No;
TY-8659-4;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176004000;NORMAL;No;
TZ-1444-K;26-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD235012101;NORMAL;No;
TZ-4144-7;10-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235004601;NORMAL;No;
TZ-8703-K;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU111001600;NORMAL;No;
UC-2574-5;05-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
UC-3493-0;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU111002801;NORMAL;No;
UC-3722-0;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050016101;NORMAL;No;
UC-3722-0;30-03-2023;2022;36071;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050016101;NORMAL;Si;CHILLAN VIEJO                 
UC-3722-0;30-03-2023;2021;41945;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050016101;NORMAL;Si;CHILLAN VIEJO                 
UC-8698-1;26-09-2023;2023;34202;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050012701;NORMAL;No;
UCD-048-0;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
UD-7564-K;20-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;JEEP      ;SU111003201;NORMAL;No;
UD-7564-K;11-01-2023;2022;34779;CONTADO   ;PAGO ONLINE;JEEP      ;SU111003201;NORMAL;No;
UE-3808-0;20-10-2023;2023;34742;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD176021404;NORMAL;No;
UL-3205-5;22-11-2023;2023;35456;CONTADO   ;PRESENCIAL;FURGON    ;VN229000101;NORMAL;No;
UL-3205-5;22-11-2023;2022;40730;CONTADO   ;PRESENCIAL;FURGON    ;VN229000101;NORMAL;No;
UN-6288-9;19-05-2023;2023;32130;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132001401;NORMAL;No;
UN-7761-4;08-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050003801;NORMAL;No;
UP-2742-3;10-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT160004501;NORMAL;No;
UT-5717-2;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176006301;NORMAL;No;
UU-5375-9;28-09-2023;2023;94989;1ª Cuota  ;PRESENCIAL;CAMION    ; ;NORMAL;No;
UU-7675-9;16-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD235012501;NORMAL;No;
UU-7978-2;25-08-2023;2023;15658;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050015101;NORMAL;No;
UU-7978-2;28-03-2023;2023;15443;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050015101;NORMAL;No;
UU-9644-K;05-09-2023;2023;15943;2ª Cuota  ;PAGO ONLINE;JEEP      ;SU229012101;NORMAL;No;
UU-9644-K;31-03-2023;2023;15443;1ª Cuota  ;PAGO ONLINE;JEEP      ;SU229012101;NORMAL;No;
UV-3591-7;03-04-2023;2023;31317;CONTADO   ;PAGO ONLINE;STATION WA;VN050001600;NORMAL;No;
UY-5387-6;04-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD184014302;NORMAL;No;
VA-6159-2;05-06-2023;2023;32695;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229004102;NORMAL;No;
VA-9782-1;21-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU229010302;NORMAL;No;
VC-1831-7;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SD050018103;NORMAL;No;
VC-2535-6;19-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050017102;NORMAL;No;
VC-5677-4;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229005102;NORMAL;No;
VD-6034-2;16-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003502;NORMAL;No;
VE-7740-1;06-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050018402;NORMAL;No;
VE-8219-7;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU106003002;NORMAL;No;
VE-9514-0;03-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SU229005102;NORMAL;No;
VF-0440-9;27-06-2023;2023;32695;CONTADO   ;PAGO ONLINE;Moto      ;MT106023209;NORMAL;No;
VG-1568-5;08-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229005102;NORMAL;No;
VG-5415-K;24-05-2023;2022;36071;CONTADO   ;PRESENCIAL;JEEP      ;SU111003002;NORMAL;No;
VG-5415-K;24-05-2023;2021;41945;CONTADO   ;PRESENCIAL;JEEP      ;SU111003002;NORMAL;No;
VH-4065-K;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176003202;NORMAL;No;
VH-8160-7;12-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
VH-8196-8;11-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050015103;NORMAL;No;
VHR-032-5;02-10-2023;2023;34128;CONTADO   ;PRESENCIAL;Moto      ;MT173016022;NORMAL;No;
VK-2332-0;28-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB243011603;NORMAL;No;
VL-9548-2;03-06-2023;2023;16348;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050016703;NORMAL;No;
VL-9548-2;01-09-2023;2023;15943;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050016703;NORMAL;No;
VN-0202-9;31-03-2023;2023;33688;CONTADO   ;PRESENCIAL;MOTO      ;MT135009509;NORMAL;No;
VP-1559-1;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;MINIBUS PA;VN132005903;NORMAL;No;
VT-7939-9;22-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050015103;NORMAL;No;
VV-4852-2;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050015003;NORMAL;No;
VX-1109-7;29-03-2023;2023;35493;CONTADO   ;PRESENCIAL;STATION WA;VN111009305;NORMAL;No;
VX-5629-5;01-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU229006203;NORMAL;No;
VX-6857-9;21-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050016503;NORMAL;No;
VY-1977-7;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176003203;NORMAL;No;
VY-4184-5;13-02-2023;2021;37389;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050012503;NORMAL;No;
VY-4184-5;13-02-2023;2020;42891;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050012503;NORMAL;No;
VY-4184-5;13-02-2023;2019;48551;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050012503;NORMAL;No;
VY-4184-5;13-02-2023;2018;55191;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050012503;NORMAL;No;
VY-4184-5;13-02-2023;2017;64540;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050012503;NORMAL;No;
VY-6926-K;25-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU227014503;NORMAL;No;
VZ-9148-0;13-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD111009604;NORMAL;No;
WA-0719-K;24-03-2023;2023;30986;CONTADO   ;PRESENCIAL;Moto      ;MT254026911;NORMAL;No;
WA-7007-K;30-09-2023;2023;18607;2ª Cuota  ;PAGO ONLINE;STATION WA;SU050005106;NORMAL;No;
WA-7007-K;29-03-2023;2023;18025;1ª Cuota  ;PAGO ONLINE;STATION WA;SU050005106;NORMAL;No;
WA-9261-8;22-03-2023;2023;31772;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160007306;NORMAL;No;
WB-4561-4;31-03-2023;2023;17455;1ª Cuota  ;PRESENCIAL;STATION WA;SU184011207;NORMAL;No;
WB-8236-6;17-05-2023;2023;61373;CONTADO   ;PAGO ONLINE;STATION WA;VN235003106;NORMAL;No;
WC-6050-2;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235014606;NORMAL;No;
WE-4497-2;02-06-2023;2023;32695;CONTADO   ;PRESENCIAL;MINIBUS PA;VN111009906;NORMAL;No;
WE-4823-4;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050005806;NORMAL;No;
WG-1357-K;01-02-2023;2022;65862;CONTADO   ;PRESENCIAL;STATION WA;VN111011307;NORMAL;No;
WG-1357-K;01-02-2023;2021;77067;CONTADO   ;PRESENCIAL;STATION WA;VN111011307;NORMAL;Si;PUENTE ALTO                   
WH-2941-1;05-10-2023;2023;16208;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD132009306;NORMAL;No;
WH-2941-1;23-03-2023;2023;15443;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD132009306;NORMAL;No;
WH-6894-8;04-04-2023;2023;37247;CONTADO   ;PRESENCIAL;STATION WA;SU229019207;NORMAL;No;
WH-7176-0;23-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB111004506;NORMAL;No;
WH-7292-9;05-10-2023;2023;34742;CONTADO   ;PRESENCIAL;FURGON    ;VN132001606;NORMAL;No;
WH-7292-9;05-10-2023;2022;39981;CONTADO   ;PRESENCIAL;FURGON    ;VN132001606;NORMAL;No;
WK-7202-2;02-10-2023;2023;189978;CONTADO   ;PRESENCIAL;CHASIS CAB; ;NORMAL;No;
WK-7676-1;27-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB077009506;NORMAL;No;
WK-8677-5;21-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD050017206;NORMAL;No;
WKJ-012-0;04-05-2023;2023;26802;CONTADO   ;PRESENCIAL;Moto      ; ;FACTURA;No;
WR-4220-0;15-03-2023;2023;58240;CONTADO   ;PRESENCIAL;STATION WA;VN235003407;NORMAL;No;
WT-8695-9;29-03-2023;2023;32619;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT111003807;NORMAL;No;
WT-8753-K;24-04-2023;2023;32525;CONTADO   ;PRESENCIAL;STATION WA;SU111005007;NORMAL;No;
WU-2515-6;24-03-2023;2023;34468;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176019707;NORMAL;No;
WU-3545-3;04-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111002707;NORMAL;No;
WV-4864-8;29-03-2023;2023;32749;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176019507;NORMAL;No;
WV-5624-1;09-03-2023;2023;35493;CONTADO   ;PRESENCIAL;STATION WA;SU229018507;NORMAL;No;
WW-3410-0;24-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229006807;NORMAL;No;
WW-7413-7;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU243004407;NORMAL;No;
WW-7779-9;27-11-2023;2023;65748;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
WW-9483-9;05-05-2023;2023;32130;CONTADO   ;PRESENCIAL;FURGON    ;CO197001207;NORMAL;No;
WW-9483-9;05-05-2023;2022;37384;CONTADO   ;PRESENCIAL;FURGON    ;CO197001207;NORMAL;No;
WX-1619-0;03-10-2023;2023;192828;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
WX-1619-0;22-05-2023;2022;207064;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
WX-3981-6;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050021807;NORMAL;No;
WY-4597-7;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;FURGON    ;CO184005307;NORMAL;No;
WZ-9161-2;29-09-2023;2023;63326;CONTADO   ;PRESENCIAL;RETROEXCAV; ;NORMAL;No;
WZ-9276-7;05-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050025407;NORMAL;No;
WZ-9435-2;03-04-2023;2023;34815;CONTADO   ;PAGO ONLINE;STATION WA;SU079004807;NORMAL;No;
XA-3420-K;04-07-2023;2023;33229;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176009504;NORMAL;No;
XA-7752-9;27-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU111002803;NORMAL;No;
XB-3276-7;14-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176015304;NORMAL;No;
XB-3596-0;24-05-2023;2022;70255;CONTADO   ;PRESENCIAL;MINIBUS ES; ;NORMAL;No;
XB-3596-0;24-05-2023;2021;82382;CONTADO   ;PRESENCIAL;MINIBUS ES; ;NORMAL;No;
XB-5052-8;24-08-2023;2023;15658;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050014403;NORMAL;No;
XB-5052-8;06-03-2023;2023;15443;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050014403;NORMAL;No;
XD-2001-6;03-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU106002604;NORMAL;No;
XD-3139-5;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU111003203;NORMAL;No;
XE-5848-4;29-03-2023;2023;15443;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB050005104;NORMAL;No;
XE-5848-4;03-08-2023;2023;15644;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB050005104;NORMAL;No;
XF-1261-6;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166002603;NORMAL;No;
XF-5916-7;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235003504;NORMAL;No;
XF-6007-6;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235009304;NORMAL;No;
XG-6747-4;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050004904;NORMAL;No;
XJ-4914-9;08-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229006004;NORMAL;No;
XK-6500-9;29-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT077000904;NORMAL;No;
XL-8382-4;14-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166002504;NORMAL;No;
XN-1678-6;14-08-2023;2023;33634;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176017404;NORMAL;No;
XR-3356-0;12-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU229016704;NORMAL;No;
XR-7346-5;31-05-2023;2022;6307;DUPLICADO ;PRESENCIAL;MAQUINA IN; ;NORMAL;No;
XR-7346-5;22-05-2023;2022;34511;CONTADO   ;PRESENCIAL;MAQUINA IN; ;DUPLICADO;No;
XR-7346-5;22-05-2023;2021;40585;CONTADO   ;PRESENCIAL;MAQUINA IN; ;NORMAL;Si;VALDIVIA                      
XS-5972-6;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD207001904;NORMAL;No;
XU-4979-7;18-08-2023;2019;6320;DUPLICADO ;PRESENCIAL;CAMIONETA ; ;DUPLICADO;No;
